grado,asignatura,facultad
grado-edificacion-administ-direcc-empresas,Guía docente de Introducción al Márketing (2181121),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-estudios-ingleses,Guía docente de Idioma Moderno Intermedio I: Polaco (Materia Obligatoria) (285115T),Facultad-de-Filosofía-y-Letras
grado-educacion-primaria-estudios-ingleses,Guía docente de Inglés Instrumental V (Nivel B2+) (2551123),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-educacion-infantil-melilla,Guía docente de La Ciencia y su Didáctica en Educación Infantil (5581118),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-quimica,Guía docente de Laboratorio de Química Orgánica (291112A),Facultad-de-Ciencias
grado-inga-informatica-administ-direcc-empresas,Guía docente de Introducción a las Operaciones Financieras (2161122),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua B  Nivel 3 Árabe (2521123),Facultad-de-Traducción-e-Interpretación
grado-filologia-clasica,Guía docente de Idioma Moderno Intermedio I: Ruso (Materia Obligatoria) (276115V),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Portugués (Materia Obligatoria) (215115U),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Polaco (Materia Obligatoria) (283115T),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion-turismo,Guía docente de Lengua a Nivel 3 Español (2531124),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua B Nivel 3 Inglés (2521125),Facultad-de-Traducción-e-Interpretación
grado-filosofia,Guía docente de Introducción a la Filosofía Política (2631122),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Lengua B Nivel 3 Francés (2521124),Facultad-de-Traducción-e-Interpretación
grado-arqueologia,Guía docente de La  Excavación Arqueológica (2661124),Facultad-de-Filosofía-y-Letras
grado-ingenieria-civil-administracion-dreccion-empresas,"Guía docente de Ingeniería Geomática, Sistemas de Información Geográfica y Topografía (2481125)",E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-inga-informatica-administ-direcc-empresas,Guía docente de Introducción al Márketing (2161121),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Francés (2521129),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion,Guía docente de Lengua B Nivel 3 Alemán (2521122),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion-turismo,Guía docente de Lengua B Nivel 3 Inglés (2531127),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion-turismo,Guía docente de Lengua C Nivel 3 Francés (2531129),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-estudios-ingleses,Guía docente de Idioma Moderno Intermedio I: Ruso (Materia Obligatoria) (285115V),Facultad-de-Filosofía-y-Letras
grado-bioquimica,Guía docente de Informática Aplicada a la Bioquímica (2611124),Facultad-de-Ciencias
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Introducción al Márketing (5281121),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-educacion-infantil-ceuta,Guía docente de La Ciencia y su Didáctica en Educación Infantil (4581118),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-arqueologia,Guía docente de La Prospección Arqueológica (2661123),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Árabe (2521127),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion-turismo,Guía docente de Lengua B Nivel 3 Francés (2531126),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-ingenieria-civil-administracion-dreccion-empresas,Guía docente de Introducción a las Operaciones Financieras (2481122),E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Portugués (252112D),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Ruso (252112E),Facultad-de-Traducción-e-Interpretación
grado-historia-ciencias-musica,Guía docente de Introducción a la Etnomusicología (2991123),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion-turismo,Guía docente de Lengua B Nivel 3 Alemán (2531125),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-estudios-franceses,Guía docente de Idioma Moderno Intermedio I: Italiano (Materia Obligatoria) (277115S),Facultad-de-Filosofía-y-Letras
grado-administracion-direccion-empresas-derecho,Guía docente de Introducción al Márketing (2281121),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-estudios-franceses,Guía docente de Introducción a la Filología Románica (27711M9),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Polaco (Materia Obligatoria) (215115T),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Intermedio I: Ruso (Materia Obligatoria) (290115V),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Inglés Instrumental V (Nivel B2+) (2851125),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Intermedio I: Italiano (Materia Obligatoria) (285115S),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion-turismo,Guía docente de Lengua C Nivel 3 Alemán (2531128),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Alemán (2521126),Facultad-de-Traducción-e-Interpretación
grado-filologia-clasica,Guía docente de Idioma Moderno Intermedio I: Italiano (Materia Obligatoria) (276115S),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Portugués (Materia Obligatoria) (283115U),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Intermedio I: Ruso (Materia Obligatoria) (277115V),Facultad-de-Filosofía-y-Letras
grado-educacion-infantil,Guía docente de La Ciencia y su Didáctica en Educación Infantil (2581118),Facultad-de-Ciencias-de-la-Educación
grado-economia-bilingue,Guía docente de Instrumentos para el Análisis de la Economía Española  y Mundial (2261121),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-optica-optometria,Guía docente de Instrumentación Óptica (2871121),Facultad-de-Ciencias
grado-medicina,Guía docente de Inglés para Medicina Nivel I (22211AC),Facultad-de-Medicina
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Intermedio I: Ruso (Materia Obligatoria) (279115V),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de La Lengua Literaria (2901121),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Ruso (Materia Obligatoria) (215115V),Facultad-de-Filosofía-y-Letras
grado-edificacion-administ-direcc-empresas,Guía docente de Introducción a las Operaciones Financieras (2181122),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-medicina,Guía docente de Imagen Médica e Instrumentación (22211A2),Facultad-de-Medicina
grado-ingenieria-civil-administracion-dreccion-empresas,Guía docente de Introducción al Márketing (2481121),E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua a Nivel 3 Español (2521121),Facultad-de-Traducción-e-Interpretación
grado-ingenieria-civil-plan-2023,"Guía docente de Ingeniería Geomática, Sistemas de Información Geográfica y Topografía (2461122)",E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-estadistica,Guía docente de Inferencia Estadística I (2231121),Facultad-de-Ciencias
grado-traduccion-interpretacion-turismo,Guía docente de Lengua C Nivel 3 Inglés (253112A),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Chino (2521128),Facultad-de-Traducción-e-Interpretación
grado-estudios-ingleses-filologia-hispanica,Guía docente de Inglés Instrumental V (Nivel B2+) (2151121),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Griego (252112A),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Italiano (252112C),Facultad-de-Traducción-e-Interpretación
grado-turismo,Guía docente de Introducción al Márketing (2381122),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Introducción a las Operaciones Financieras (5281123),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 3 Inglés (252112B),Facultad-de-Traducción-e-Interpretación
grado-lenguas-modernas-sus-literaturas,Guía docente de Inglés Instrumental: Comprensión Auditiva y Comprensión Lectora (Nivel B2). Minor Inicial 1 (273112O),Facultad-de-Filosofía-y-Letras
grado-estadistica,Guía docente de Investigación Operativa I (2231124),Facultad-de-Ciencias
grado-administracion-direccion-empresas-derecho,Guía docente de Introducción a las Operaciones Financieras (2281123),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-economia,Guía docente de Instrumentos para el Análisis de la Economía Española  y Mundial (2391121),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-estudios-franceses,Guía docente de Lengua Francesa V (B2+) (2771129),Facultad-de-Filosofía-y-Letras
grado-psicologia,Guía docente de Métodos y Diseños de Investigación en Psicología (2641122),Facultad-de-Psicología
grado-literaturas-comparadas,Guía docente de Literatura Rumana (29011II),Facultad-de-Filosofía-y-Letras
grado-farmacia,Guía docente de Microbiología I (2041124),Facultad-de-Farmacia
grado-lenguas-modernas-sus-literaturas,Guía docente de Los Judíos en España (27311B2),Facultad-de-Filosofía-y-Letras
grado-estadistica,Guía docente de Métodos Numéricos (2231125),Facultad-de-Ciencias
grado-filologia-clasica,Guía docente de Literatura Griega I (2761123),Facultad-de-Filosofía-y-Letras
grado-marketing-investigacion-mercados,Guía docente de Macroeconomía (2361121),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-primaria-estudios-franceses,Guía docente de Lengua Francesa V (B2+) (2541121),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-ciencia-tecnologia-alimentos,Guía docente de Microbiología (2031121),Facultad-de-Farmacia
grado-ingenieria-quimica,Guía docente de Mecánica de Fluidos (2201125),Facultad-de-Ciencias
grado-literaturas-comparadas,Guía docente de Literatura Universal I (2901124),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literatura Catalana (29011KK),Facultad-de-Filosofía-y-Letras
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Macroeconomía (5281124),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-filologia-hispanica,Guía docente de Literatura Española del Siglo de Oro (2831125),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Francesa I (B1). Minor Inicial 1 (273112N),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literatura Española del Siglo de Oro (29011LM),Facultad-de-Filosofía-y-Letras
grado-administracion-direccion-empresas-melilla,Guía docente de Macroeconomía (5331121),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-edificacion-administ-direcc-empresas,Guía docente de Macroeconomía (2181124),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-literaturas-comparadas,Guía docente de Literatura Inglesa III (2901169),Facultad-de-Filosofía-y-Letras
grado-edificacion,Guía docente de Materiales II: Tecnología de los Materiales (2301122),E-T-S--de-Ingeniería-de-Edificación
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Ruso: Inicial 1 (273112Z),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Maior Hebreo: Intermedio 1 (2731125),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Japonés: Inicial 1 (27311ML),Facultad-de-Filosofía-y-Letras
grado-fisica,Guía docente de Métodos Matemáticos II (2671125),Facultad-de-Ciencias
grado-fisica,Guía docente de Métodos Matemáticos I (2671121),Facultad-de-Ciencias
grado-lenguas-modernas-sus-literaturas,Guía docente de Literatura Italiana 1: del Medievo al Renacimiento (273112F),Facultad-de-Filosofía-y-Letras
grado-criminologia,Guía docente de Metodología de la Investigación en las Ciencias Sociales (2451122),Facultad-de-Derecho
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Griego Moderno: Inicial 1 (27311MJ),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Maior Chino: Intermedio 1 (2731123),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literatura de la Lengua Polaca I (29011HH),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Chino: Inicial 1 (273112V),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literatura Griega I (29011H6),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literatura Francesa I (2901161),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Checo: Inicial 1 (273112L),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Literatura Francesa I (2771122),Facultad-de-Filosofía-y-Letras
grado-ingenieria-civil-plan-2023,Guía docente de Métodos Numéricos (2461125),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-economia,Guía docente de Macroeconomía I (2391123),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-literaturas-comparadas,Guía docente de Literatura Alemana I (29011H1),Facultad-de-Filosofía-y-Letras
grado-inga-informatica-administ-direcc-empresas,Guía docente de Macroeconomía (2161123),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-trabajo-social,Guía docente de Métodos y Técnicas de Investigación Social (2491121),Facultad-de-Trabajo-Social
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Maior Ruso: Intermedio 1 (2731129),Facultad-de-Filosofía-y-Letras
